workclass,race,sex,age,education_num,hours_per_week,capital_gain,data_source
Private,White,Male,53.0,9.0,40.0,0,census_1994
private,White,female,47.0,2.0,15.0,0,census_1994
 Private ,white,MALE,17.0,6.0,24.0,0,census_1994
  PRIVATE  ,White,MALE,37.0,12.0,80.0,"6,849",census_1994
 Private , White ,M,36.0,15.0,55.0,0,census_1994
Private,  WHITE  ,Male,31.0,12.0,40.0,0,census_1994
Private,white,MALE,20.0,9.0,45.0,0,census_1994
Private,  WHITE  ,MALE,35.0,14.0,55.0,0,census_1994
 Private ,white, Male,52.0,9.0,40.0,0,census_1994
Private,White,M,46.0,9.0,40.0,0,census_1994
Private, White ,male,25.0,10.0,45.0,0,census_1994
,  WHITE  ,Female,36.0,5.0,40.0,0,census_1994
Private,Other,male,52.0,2.0,50.0,0,census_1994
State-gov,  WHITE  ,male,47.0,10.0,38.0,0,census_1994
Private,White,MALE,31.0,10.0,50.0,"15,024",census_1994
private,  BLACK  ,FEMALE,23.0,10.0,38.0,0,census_1994
Private,white,MALE,52.0,9.0,40.0,"3,325",census_1994
private,White,M,24.0,9.0,40.0,0,census_1994
Private,white,M,34.0,9.0,44.0,0,census_1994
Private,white,male,49.0,13.0,50.0,0,census_1994
 Private ,White,MALE,35.0,12.0,40.0,0,census_1994
,White,Male,66.0,9.0,50.0,0,census_1994
 Private ,white,Male,50.0,9.0,50.0,0,census_1994
,White,male,23.0,9.0,60.0,0,census_1994
State-gov,white,Male,36.0,14.0,40.0,0,census_1994
Private,White,M,43.0,10.0,40.0,0,census_1994
Private,White,Male,32.0,13.0,50.0,"99,999",census_1994
 Private ,  WHITE  ,M,45.0,10.0,40.0,0,census_1994
  PRIVATE  ,white,F,25.0,13.0,40.0,0,census_1994
,Black,MALE,63.0,5.0,40.0,0,census_1994
Private,white,FEMALE,34.0,7.0,65.0,0,census_1994
Private,White,male,51.0,9.0,50.0,0,census_1994
  PRIVATE  ,white, Female,35.0,9.0,48.0,0,census_1994
Private,White,unknown,39.0,13.0,60.0,0,census_1994
  PRIVATE  , White ,MALE,26.0,9.0,40.0,0,census_1994
Private,Black, Male,56.0,10.0,40.0,0,census_1994
  PRIVATE  ,Black,MALE,27.0,9.0,40.0,0,census_1994
  PRIVATE  ,White, Male,24.0,9.0,37.0,0,census_1994
  PRIVATE  ,White,F,25.0,6.0,35.0,0,census_1994
State-gov,white,M,21.0,10.0,40.0,0,census_1994
Private,white,MALE,64.0,9.0,45.0,0,census_1994
Private,Asian-Pac-Islander,Male,22.0,10.0,35.0,0,census_1994
Local-gov,White,Female,49.0,7.0,60.0,0,census_1994
Private,White,female,17.0,6.0,6.0,0,census_1994
private,White,male,18.0,9.0,30.0,0,census_1994
Private,White,female,44.0,13.0,40.0,0,census_1994
  PRIVATE  ,White, Male,39.0,10.0,50.0,0,census_1994
Private,white,Female,36.0,9.0,50.0,0,census_1994
,white,F,41.0,14.0,10.0,"7,688",census_1994
Private,White,Female,33.0,9.0,40.0,0,census_1994
 Private ,  WHITE  , Male,31.0,15.0,70.0,0,census_1994
Self-emp-inc,white, Male,46.0,13.0,60.0,0,census_1994
 Private ,Black, Female,55.0,9.0,40.0,0,census_1994
Private,  WHITE  ,male,55.0,9.0,15.0,0,census_1994
Private,white,male,41.0,10.0,15.0,0,census_1994
private,White,Male,39.0,9.0,45.0,0,census_1994
Private,White,FEMALE,41.0,9.0,40.0,0,census_1994
,  WHITE  ,Male,22.0,10.0,40.0,0,census_1994
Private,  WHITE  ,MALE,39.0,9.0,54.0,0,census_1994
 Private ,Asian-Pac-Islander,male,30.0,9.0,52.0,0,census_1994
Federal-gov,White,male,47.0,10.0,40.0,0,census_1994
Local-gov,White,MALE,64.0,9.0,99.0,0,census_1994
State-gov,black,female,38.0,9.0,40.0,0,census_1994
Private,White,MALE,31.0,4.0,40.0,0,census_1994
Private,  WHITE  ,?,60.0,9.0,25.0,0,census_1994
Local-gov,White,F,51.0,12.0,40.0,0,census_1994
Private,White,F,56.0,5.0,40.0,0,census_1994
  PRIVATE  ,White,female,24.0,9.0,45.0,0,census_1994
Private,  WHITE  ,Male,47.0,9.0,40.0,0,census_1994
 Private ,White,Male,47.0,9.0,48.0,0,census_1994
  FEDERAL-GOV  ,White,M,49.0,13.0,40.0,"7,298",census_1994
Local-gov,asian-pac-islander,M,24.0,13.0,40.0,0,census_1994
  PRIVATE  ,White,male,27.0,10.0,35.0,0,census_1994
 Without-pay ,White,M,62.0,12.0,50.0,0,census_1994
  LOCAL-GOV  ,White,Male,36.0,10.0,40.0,0,census_1994
 Private ,white,Male,49.0,10.0,40.0,0,census_1994
Private,  WHITE  ,M,33.0,14.0,45.0,0,census_1994
Private,  WHITE  ,MALE,43.0,14.0,55.0,0,census_1994
Private,White,male,43.0,10.0,50.0,0,census_1994
Private,white, Male,35.0,9.0,60.0,0,census_1994
Private,White,MALE,22.0,9.0,40.0,0,census_1994
State-gov,Black,FEMALE,66.0,9.0,35.0,0,census_1994
 Private ,  WHITE  ,Male,33.0,13.0,50.0,"15,024",census_1994
Private,  WHITE  ,Female,22.0,10.0,11.0,0,census_1994
Private,  WHITE  ,,28.0,13.0,40.0,0,census_1994
Private,  WHITE  ,male,34.0,13.0,40.0,0,census_1994
Private,White,male,51.0,9.0,40.0,0,census_1994
private,White,MALE,19.0,10.0,30.0,0,census_1994
Private,Black,female,36.0,7.0,12.0,0,census_1994
private,White,M,20.0,10.0,16.0,0,census_1994
Private,White,Male,62.0,9.0,50.0,0,census_1994
State-gov,  WHITE  ,Male,47.0,14.0,38.0,0,census_1994
 Private ,White,Female,48.0,9.0,16.0,0,census_1994
Federal-gov,  BLACK  ,FEMALE,50.0,13.0,40.0,0,census_1994
Private,White,unknown,25.0,4.0,60.0,0,census_1994
Private,White,M,40.0,9.0,40.0,0,census_1994
  PRIVATE  ,white,M,27.0,9.0,60.0,0,census_1994
  PRIVATE  ,White, Male,26.0,9.0,45.0,0,census_1994
Private,White,Male,31.0,9.0,40.0,"15,024",census_1994
Private,White,female,40.0,13.0,55.0,0,census_1994
,black, Male,19.0,9.0,35.0,0,census_1994
Self-emp-inc,White, Female,18.0,10.0,20.0,0,census_1994
Private,white,FEMALE,35.0,8.0,30.0,0,census_1994
  PRIVATE  ,Black,MALE,26.0,9.0,40.0,0,census_1994
Private,White,MALE,50.0,12.0,45.0,0,census_1994
  LOCAL-GOV  ,  WHITE  ,Female,60.0,6.0,40.0,0,census_1994
Private,White,female,18.0,8.0,45.0,0,census_1994
  PRIVATE  ,Black, Male,19.0,9.0,40.0,0,census_1994
private,White,F,17.0,7.0,18.0,0,census_1994
Self-emp-not-inc,White,male,38.0,9.0,80.0,"3,464",census_1994
Private,White,FEMALE,52.0,5.0,25.0,0,census_1994
Private,White,M,51.0,9.0,40.0,0,census_1994
private,  WHITE  ,Male,23.0,9.0,40.0,0,census_1994
Private,White,Female,19.0,9.0,40.0,0,census_1994
Private,Black,M,69.0,7.0,45.0,0,census_1994
State-gov,  WHITE  , Male,51.0,11.0,40.0,0,census_1994
,White,Female,18.0,9.0,20.0,0,census_1994
  PRIVATE  ,Black,FEMALE,25.0,13.0,40.0,0,census_1994
Private,White,MALE,33.0,5.0,40.0,0,census_1994
Private,White,F,28.0,13.0,192.0,0,census_1994
  PRIVATE  ,Black,FEMALE,20.0,9.0,40.0,0,census_1994
Self-emp-inc,White,M,42.0,15.0,60.0,0,census_1994
  PRIVATE  ,White,M,44.0,14.0,40.0,0,census_1994
Private, White ,MALE,62.0,13.0,60.0,0,census_1994
  PRIVATE  ,black,Male,48.0,6.0,40.0,0,census_1994
  PRIVATE  ,White, Male,21.0,7.0,40.0,0,census_1994
Private,White,MALE,60.0,10.0,40.0,"3,103",census_1994
local-gov,  WHITE  ,Female,47.0,13.0,50.0,0,census_1994
private,white, Male,31.0,14.0,55.0,0,census_1994
  PRIVATE  ,  WHITE  ,MALE,36.0,10.0,40.0,0,census_1994
  LOCAL-GOV  ,  WHITE  ,F,32.0,13.0,35.0,0,census_1994
,  WHITE  , Male,19.0,5.0,35.0,0,census_1994
  PRIVATE  ,  WHITE  ,Male,26.0,13.0,40.0,0,census_1994
Private,White,male,77.0,9.0,35.0,0,census_1994
  PRIVATE  ,White,Male,46.0,9.0,40.0,0,census_1994
Private,White,MALE,34.0,10.0,20.0,0,census_1994
Private,White,?,30.0,9.0,73.0,0,census_1994
self-emp-inc,Other,Male,34.0,13.0,60.0,0,census_1994
Private,White,FEMALE,26.0,13.0,40.0,0,census_1994
Private,White,MALE,23.0,3.0,35.0,0,census_1994
Private,White,FEMALE,54.0,10.0,45.0,0,census_1994
Private,White, Female,27.0,9.0,42.0,0,census_1994
Private,white,MALE,39.0,11.0,50.0,0,census_1994
Private,White,MALE,25.0,13.0,40.0,0,census_1994
Federal-gov,White,male,63.0,10.0,48.0,0,census_1994
private, Black ,Female,30.0,8.0,20.0,0,census_1994
  PRIVATE  ,Black,male,38.0,10.0,40.0,0,census_1994
private,White, Female,41.0,10.0,40.0,0,census_1994
, Black , Male,19.0,9.0,10.0,0,census_1994
Private,White,male,36.0,9.0,25.0,0,census_1994
private,White,F,18.0,7.0,12.0,0,census_1994
Federal-gov,black,,60.0,5.0,40.0,0,census_1994
  PRIVATE  ,  WHITE  ,male,22.0,9.0,55.0,0,census_1994
Private, White ,female,23.0,13.0,20.0,0,census_1994
Federal-gov,White,F,74.0,10.0,18.0,0,census_1994
private,  WHITE  ,unknown,50.0,2.0,40.0,0,census_1994
Private,  WHITE  ,F,40.0,11.0,36.0,0,census_1994
Private,  BLACK  ,Female,37.0,11.0,40.0,0,census_1994
Private,White, Female,32.0,10.0,40.0,0,census_1994
 Private ,white,M,20.0,9.0,40.0,0,census_1994
Self-emp-not-inc,White,F,70.0,9.0,24.0,0,census_1994
Private,white,FEMALE,34.0,8.0,40.0,0,census_1994
Self-emp-not-inc, Black ,M,27.0,9.0,60.0,0,census_1994
Private,  WHITE  ,M,49.0,9.0,40.0,0,census_1994
 Private ,White, Male,38.0,13.0,40.0,"4,508",census_1994
Private,  WHITE  ,male,29.0,14.0,40.0,0,census_1994
Self-emp-not-inc,white,Male,32.0,16.0,35.0,0,census_1994
Federal-gov,white,Female,23.0,13.0,15.0,0,census_1994
Self-emp-not-inc, White ,M,56.0,4.0,20.0,0,census_1994
Self-emp-not-inc,White, Female,60.0,11.0,40.0,0,census_1994
  LOCAL-GOV  ,White,M,38.0,9.0,40.0,0,census_1994
Private,Black,FEMALE,24.0,9.0,40.0,0,census_1994
private,White,Male,18.0,7.0,18.0,0,census_1994
 Private ,white, Male,51.0,9.0,50.0,0,census_1994
Private, White ,M,18.0,10.0,30.0,0,census_1994
Private,Black,F,22.0,10.0,30.0,0,census_1994
,White,MALE,42.0,7.0,22.0,0,census_1994
Private,Other,Female,64.0,4.0,35.0,0,census_1994
Private,White,male,32.0,9.0,40.0,0,census_1994
 Private ,White, Male,25.0,9.0,40.0,0,census_1994
Private,White, Male,37.0,13.0,50.0,0,census_1994
, White ,Male,37.0,12.0,30.0,0,census_1994
Self-emp-not-inc,White,male,49.0,9.0,40.0,0,census_1994
State-gov,White,MALE,47.0,13.0,40.0,0,census_1994
  PRIVATE  ,  WHITE  ,male,45.0,10.0,55.0,0,census_1994
 Local-gov ,White,MALE,76.0,5.0,30.0,0,census_1994
private,White,FEMALE,39.0,10.0,38.0,0,census_1994
Private,White,M,23.0,9.0,40.0,0,census_1994
Self-emp-not-inc,White, Male,56.0,2.0,25.0,0,census_1994
private,  WHITE  ,F,39.0,10.0,40.0,0,census_1994
,  WHITE  ,FEMALE,69.0,12.0,1.0,0,census_1994
Private,white,MALE,57.0,14.0,50.0,0,census_1994
Private,White,F,18.0,8.0,20.0,0,census_1994
Private,White,male,32.0,13.0,40.0,0,census_1994
Private,Black,female,64.0,3.0,16.0,0,census_1994
Private,White,M,27.0,11.0,60.0,0,census_1994
Private,White, Male,20.0,5.0,35.0,0,census_1994
Private,White,MALE,46.0,7.0,32.0,0,census_1994
  PRIVATE  ,White, Male,18.0,7.0,30.0,0,census_1994
Private,white, Female,52.0,11.0,35.0,0,census_1994
Private,White, Female,32.0,14.0,40.0,0,census_1994
Private, White ,M,26.0,11.0,40.0,0,census_1994
Private,white,M,19.0,10.0,20.0,0,census_1994
Private,White,Male,26.0,7.0,40.0,0,census_1994
Private,White,,33.0,13.0,60.0,0,census_1994
Private,White,Female,55.0,5.0,23.0,0,census_1994
Private,White, Male,24.0,13.0,32.0,0,census_1994
  PRIVATE  ,White,unknown,59.0,14.0,50.0,0,census_1994
Self-emp-inc,White, Male,62.0,10.0,90.0,0,census_1994
  PRIVATE  ,  WHITE  ,MALE,65.0,15.0,60.0,"20,051",census_1994
Private,White, Male,21.0,10.0,20.0,0,census_1994
  SELF-EMP-NOT-INC  ,White,male,57.0,14.0,70.0,0,census_1994
  LOCAL-GOV  ,  WHITE  ,unknown,46.0,13.0,38.0,0,census_1994
 Private ,Black, Female,30.0,10.0,40.0,0,census_1994
Private,  WHITE  ,MALE,22.0,9.0,40.0,0,census_1994
Private,Black, Female,27.0,10.0,30.0,0,census_1994
Private,White,MALE,25.0,13.0,40.0,0,census_1994
State-gov, White ,male,27.0,10.0,40.0,"3,411",census_1994
Private,White,Male,27.0,13.0,35.0,0,census_1994
  PRIVATE  ,White,male,52.0,14.0,36.0,0,census_1994
Private,  WHITE  ,MALE,35.0,7.0,20.0,0,census_1994
  PRIVATE  ,White, Male,35.0,11.0,44.0,0,census_1994
Private,Black,M,35.0,7.0,40.0,0,census_1994
Private,white,male,22.0,10.0,20.0,0,census_1994
private,white,M,26.0,4.0,40.0,0,census_1994
Self-emp-inc,other, Male,41.0,11.0,84.0,0,census_1994
private,White,male,34.0,9.0,40.0,"2,463",census_1994
Private,White,Male,33.0,9.0,50.0,0,census_1994
Private,White,Male,24.0,9.0,40.0,0,census_1994
Private,  WHITE  ,Female,36.0,13.0,40.0,0,census_1994
Federal-gov,White, Female,-2.0,14.0,40.0,0,census_1994
  FEDERAL-GOV  ,White,male,30.0,13.0,40.0,0,census_1994
Private,White,F,35.0,9.0,40.0,0,census_1994
Private,White,Male,25.0,5.0,40.0,0,census_1994
Private,White,F,18.0,9.0,40.0,0,census_1994
Private,White,Female,28.0,6.0,40.0,0,census_1994
Private, White ,F,43.0,12.0,40.0,"4,650",census_1994
Private,White, Male,28.0,13.0,55.0,0,census_1994
Private,  WHITE  , Male,52.0,6.0,40.0,0,census_1994
Local-gov,White, Male,46.0,12.0,50.0,0,census_1994
State-gov,White,F,35.0,10.0,40.0,0,census_1994
Private,White,Male,64.0,9.0,30.0,0,census_1994
Local-gov,  WHITE  , Female,36.0,13.0,60.0,0,census_1994
Local-gov, Black ,M,28.0,11.0,46.0,0,census_1994
Private,White,Male,48.0,11.0,40.0,"5,013",census_1994
Private,White,Female,28.0,15.0,85.0,0,census_1994
  PRIVATE  ,Black, Male,44.0,14.0,40.0,0,census_1994
Private,Asian-Pac-Islander,MALE,39.0,10.0,40.0,0,census_1994
 Private , White ,female,44.0,13.0,45.0,0,census_1994
state-gov,  WHITE  ,F,51.0,9.0,40.0,"3,908",census_1994
Private,white,Female,42.0,9.0,40.0,0,census_1994
Private,White,M,42.0,9.0,20.0,0,census_1994
Private,white,FEMALE,35.0,8.0,50.0,0,census_1994
  PRIVATE  ,White,Male,21.0,9.0,40.0,0,census_1994
  PRIVATE  ,black,unknown,29.0,9.0,40.0,0,census_1994
Private,White,female,26.0,13.0,45.0,0,census_1994
Self-emp-not-inc,White,Male,27.0,10.0,35.0,0,census_1994
Private,Black,Female,33.0,13.0,45.0,0,census_1994
Private,White,male,43.0,9.0,52.0,0,census_1994
private,White, Female,57.0,10.0,40.0,"9,386",census_1994
Private,White,male,22.0,9.0,50.0,0,census_1994
  PRIVATE  ,Black,Male,46.0,9.0,35.0,0,census_1994
Private,White,Male,49.0,11.0,30.0,0,census_1994
Private,White,M,21.0,10.0,40.0,0,census_1994
Private,White, Female,20.0,7.0,25.0,0,census_1994
  LOCAL-GOV  ,White,M,37.0,9.0,40.0,0,census_1994
Local-gov,white,Male,24.0,13.0,20.0,0,census_1994
Private,White, Female,65.0,9.0,50.0,"2,538",census_1994
Private, Black ,MALE,35.0,10.0,40.0,0,census_1994
Private,White,Female,27.0,10.0,42.0,0,census_1994
 Private ,Black,MALE,44.0,10.0,40.0,0,census_1994
,White,Male,75.0,10.0,8.0,0,census_1994
  PRIVATE  , Asian-Pac-Islander ,?,42.0,16.0,40.0,0,census_1994
Private,White,male,39.0,13.0,40.0,0,census_1994
private,White,M,61.0,9.0,40.0,0,census_1994
State-gov,Black,female,24.0,14.0,40.0,0,census_1994
private,White,Male,22.0,9.0,70.0,0,census_1994
self-emp-not-inc,White,MALE,35.0,9.0,60.0,"7,298",census_1994
Private, White ,female,35.0,9.0,35.0,0,census_1994
private, Other ,Male,65.0,7.0,40.0,0,census_1994
Self-emp-not-inc,white,MALE,36.0,11.0,280.0,"3,908",census_1994
Private,White,MALE,33.0,13.0,50.0,0,census_1994
Private,White, Male,55.0,9.0,35.0,0,census_1994
Self-emp-inc,White,MALE,62.0,13.0,50.0,"5,013",census_1994
Private,White,M,38.0,13.0,55.0,"7,688",census_1994
Private,White, Male,17.0,6.0,30.0,0,census_1994
Private,White,M,38.0,13.0,40.0,0,census_1994
private,White,female,74.0,9.0,40.0,"15,831",census_1994
private, White ,M,37.0,10.0,55.0,0,census_1994
 Private ,White,male,49.0,3.0,40.0,0,census_1994
Private,Asian-Pac-Islander,M,27.0,15.0,40.0,0,census_1994
,Black, Female,48.0,10.0,30.0,0,census_1994
Self-emp-inc,White, Female,31.0,10.0,40.0,0,census_1994
private,White,,37.0,14.0,50.0,0,census_1994
Private,black,MALE,34.0,9.0,40.0,0,census_1994
private,White, Female,29.0,9.0,20.0,0,census_1994
private,White,FEMALE,57.0,9.0,40.0,0,census_1994
Private,  WHITE  ,M,41.0,11.0,45.0,0,census_1994
private,White,M,17.0,7.0,6.0,0,census_1994
private,  WHITE  ,MALE,33.0,9.0,60.0,0,census_1994
Private,White,male,56.0,9.0,20.0,0,census_1994
Private,White,M,18.0,8.0,20.0,0,census_1994
Private,White,MALE,34.0,10.0,99.0,0,census_1994
Self-emp-not-inc, White ,MALE,26.0,9.0,40.0,0,census_1994
Private, White ,Female,31.0,9.0,40.0,0,census_1994
Private, White ,unknown,26.0,9.0,40.0,0,census_1994
Private,White,male,33.0,7.0,40.0,0,census_1994
Private,white,unknown,19.0,7.0,25.0,0,census_1994
Private,White,Male,25.0,10.0,40.0,0,census_1994
 Local-gov ,White,MALE,46.0,12.0,49.0,0,census_1994
  PRIVATE  ,White, Male,35.0,9.0,40.0,0,census_1994
Private,Black,Female,56.0,9.0,40.0,0,census_1994
Private,  OTHER  ,female,47.0,4.0,40.0,0,census_1994
private,White,male,54.0,6.0,40.0,0,census_1994
  PRIVATE  ,  WHITE  ,Female,24.0,14.0,40.0,0,census_1994
  SELF-EMP-INC  , White ,male,59.0,15.0,40.0,"99,999",census_1994
  PRIVATE  ,White,unknown,55.0,9.0,40.0,0,census_1994
Private,White,Male,40.0,10.0,40.0,0,census_1994
private,White,MALE,62.0,9.0,40.0,0,census_1994
Private,white,male,29.0,10.0,40.0,0,census_1994
local-gov, White ,Female,50.0,14.0,50.0,0,census_1994
Private, White ,unknown,60.0,9.0,50.0,0,census_1994
Private,White, Female,22.0,9.0,40.0,0,census_1994
Private,White,MALE,44.0,10.0,44.0,0,census_1994
Local-gov, Black , Female,38.0,10.0,35.0,0,census_1994
 Private ,Asian-Pac-Islander,male,27.0,13.0,40.0,0,census_1994
Private,White,F,61.0,9.0,38.0,0,census_1994
  PRIVATE  ,  WHITE  , Female,20.0,9.0,40.0,0,census_1994
  SELF-EMP-NOT-INC  ,white,male,46.0,9.0,48.0,0,census_1994
Local-gov,White,MALE,53.0,9.0,45.0,0,census_1994
Private,white,M,44.0,9.0,70.0,0,census_1994
Private,White,Female,52.0,4.0,50.0,0,census_1994
 Private ,White,M,61.0,16.0,40.0,0,census_1994
Private,  WHITE  ,MALE,41.0,9.0,40.0,0,census_1994
Self-emp-not-inc,White, Male,63.0,10.0,20.0,0,census_1994
 Private ,White,F,30.0,13.0,45.0,"4,787",census_1994
self-emp-not-inc,White,FEMALE,33.0,15.0,55.0,0,census_1994
Private,Black,Female,41.0,7.0,40.0,0,census_1994
 Private ,Black,MALE,36.0,6.0,40.0,0,census_1994
private, White ,M,34.0,10.0,40.0,0,census_1994
, White ,F,71.0,9.0,18.0,"1,173",census_1994
Private,White,Male,59.0,9.0,40.0,0,census_1994
Private,white,MALE,22.0,13.0,25.0,0,census_1994
 Private ,  BLACK  , Male,38.0,9.0,48.0,"4,386",census_1994
 Private ,  WHITE  ,unknown,35.0,9.0,45.0,0,census_1994
local-gov,White,MALE,43.0,10.0,40.0,0,census_1994
 Private ,White,F,42.0,10.0,20.0,0,census_1994
Self-emp-not-inc,white,female,19.0,10.0,40.0,0,census_1994
  PRIVATE  ,White,FEMALE,39.0,9.0,45.0,0,census_1994
  PRIVATE  ,White,FEMALE,28.0,9.0,46.0,0,census_1994
Private,White,F,36.0,9.0,40.0,"4,865",census_1994
Local-gov, White ,female,45.0,9.0,35.0,0,census_1994
Self-emp-not-inc,White,Male,44.0,14.0,40.0,0,census_1994
  FEDERAL-GOV  ,Black,M,44.0,11.0,40.0,0,census_1994
Local-gov,  WHITE  ,FEMALE,42.0,14.0,40.0,0,census_1994
 Private ,white,unknown,39.0,8.0,40.0,0,census_1994
self-emp-inc,White,MALE,40.0,13.0,15.0,0,census_1994
private,White,Male,33.0,13.0,45.0,0,census_1994
Private,White,FEMALE,19.0,9.0,40.0,0,census_1994
self-emp-not-inc,White,male,74.0,9.0,14.0,0,census_1994
  PRIVATE  ,White,Male,20.0,3.0,30.0,0,census_1994
Private,White,female,48.0,9.0,40.0,0,census_1994
,Black,male,18.0,8.0,25.0,0,census_1994
Private,White,F,57.0,10.0,38.0,0,census_1994
private,Black, Male,40.0,11.0,44.0,0,census_1994
Private,White,MALE,38.0,11.0,40.0,0,census_1994
Self-emp-inc,white,MALE,40.0,13.0,45.0,0,census_1994
Private,White,M,34.0,16.0,50.0,0,census_1994
Private,White,female,28.0,9.0,40.0,0,census_1994
Private,White,M,21.0,9.0,40.0,0,census_1994
  PRIVATE  ,White, Male,42.0,5.0,40.0,0,census_1994
Private,black,FEMALE,20.0,9.0,20.0,0,census_1994
Self-emp-not-inc,white,Male,47.0,9.0,50.0,0,census_1994
  LOCAL-GOV  ,Asian-Pac-Islander, Male,46.0,13.0,40.0,0,census_1994
  PRIVATE  ,White, Male,25.0,5.0,40.0,0,census_1994
 Private ,White, Male,29.0,11.0,40.0,0,census_1994
Private,  WHITE  , Female,60.0,14.0,35.0,"3,325",census_1994
  PRIVATE  ,white,Male,38.0,11.0,40.0,0,census_1994
Private,White,female,38.0,13.0,50.0,0,census_1994
 Private ,White,MALE,37.0,10.0,40.0,0,census_1994
,White,MALE,68.0,13.0,35.0,0,census_1994
self-emp-not-inc,Black,FEMALE,35.0,9.0,40.0,0,census_1994
 Private ,white, Male,44.0,9.0,40.0,0,census_1994
,White,FEMALE,68.0,9.0,20.0,0,census_1994
 Private ,white,MALE,20.0,9.0,40.0,0,census_1994
,White,,67.0,4.0,40.0,0,census_1994
Self-emp-not-inc,White,male,22.0,10.0,20.0,0,census_1994
  PRIVATE  ,white,M,29.0,11.0,48.0,0,census_1994
Private,White,male,34.0,9.0,48.0,0,census_1994
,White,M,74.0,11.0,32.0,0,census_1994
Private,Black,male,34.0,9.0,40.0,0,census_1994
,  WHITE  , Male,29.0,13.0,40.0,0,census_1994
Private,White,female,38.0,13.0,56.0,0,census_1994
Private,  WHITE  ,male,30.0,12.0,40.0,0,census_1994
private,White, Male,60.0,10.0,40.0,0,census_1994
Private,White, Female,31.0,9.0,56.0,0,census_1994
Private,White,M,27.0,10.0,10.0,0,census_1994
Self-emp-inc,White,MALE,41.0,9.0,40.0,0,census_1994
Private,White,male,46.0,9.0,40.0,0,census_1994
Private,Black,female,63.0,8.0,30.0,0,census_1994
Private,White,Male,26.0,10.0,40.0,0,census_1994
,White,FEMALE,20.0,10.0,15.0,0,census_1994
 Private ,Other,MALE,29.0,8.0,35.0,0,census_1994
Self-emp-inc,White,FEMALE,49.0,10.0,60.0,0,census_1994
Private,  WHITE  ,Male,21.0,10.0,22.0,0,census_1994
Private,White,female,33.0,9.0,50.0,0,census_1994
private,White,Male,30.0,3.0,40.0,0,census_1994
Private,asian-pac-islander,male,39.0,13.0,45.0,0,census_1994
 Local-gov ,white,female,36.0,15.0,24.0,0,census_1994
private,white,M,48.0,9.0,46.0,0,census_1994
,  WHITE  , Male,76.0,9.0,20.0,0,census_1994
Private,  WHITE  ,M,48.0,14.0,54.0,0,census_1994
Private,White,M,44.0,10.0,40.0,0,census_1994
Private,white,male,39.0,10.0,40.0,0,census_1994
Private,Black,female,21.0,8.0,40.0,0,census_1994
private,White, Female,47.0,10.0,40.0,0,census_1994
,White,F,19.0,9.0,30.0,0,census_1994
 Private ,White,male,53.0,9.0,40.0,0,census_1994
Private,White,M,42.0,10.0,40.0,0,census_1994
Private,White,M,42.0,10.0,50.0,0,census_1994
Self-emp-not-inc,White,female,38.0,15.0,32.0,0,census_1994
private,Black,F,22.0,9.0,40.0,0,census_1994
 Private ,  WHITE  ,Female,43.0,13.0,50.0,0,census_1994
,White,MALE,23.0,13.0,50.0,0,census_1994
Private,White,Male,26.0,3.0,30.0,0,census_1994
  PRIVATE  ,Black,Female,32.0,7.0,40.0,0,census_1994
,White,Male,28.0,7.0,40.0,0,census_1994
private,White,MALE,41.0,15.0,45.0,0,census_1994
private,White,F,42.0,9.0,45.0,0,census_1994
,  WHITE  ,Male,23.0,13.0,35.0,0,census_1994
local-gov,  BLACK  , Male,35.0,9.0,38.0,0,census_1994
 Private ,White,FEMALE,23.0,9.0,37.0,0,census_1994
Private,White, Male,38.0,10.0,30.0,0,census_1994
state-gov,  WHITE  , Female,39.0,10.0,35.0,0,census_1994
  PRIVATE  ,Black,female,23.0,13.0,40.0,0,census_1994
 Private ,Black,M,61.0,4.0,40.0,0,census_1994
  PRIVATE  ,White,FEMALE,55.0,9.0,40.0,0,census_1994
Private,White,M,23.0,9.0,40.0,0,census_1994
private,Black,MALE,29.0,14.0,42.0,0,census_1994
Private,white,Female,36.0,9.0,40.0,0,census_1994
private,White,male,21.0,10.0,40.0,0,census_1994
Private,White,Male,56.0,10.0,60.0,0,census_1994
Private,Black, Female,38.0,9.0,32.0,0,census_1994
Private,White, Male,54.0,9.0,50.0,0,census_1994
  PRIVATE  , Black ,M,25.0,9.0,40.0,0,census_1994
Private,white,male,53.0,13.0,72.0,0,census_1994
Private,white,Female,22.0,10.0,30.0,0,census_1994
, White ,M,30.0,9.0,25.0,0,census_1994
private, Black ,Male,19.0,9.0,37.0,0,census_1994
Self-emp-not-inc,White,male,44.0,14.0,30.0,0,census_1994
 Self-emp-not-inc ,White,Male,41.0,9.0,60.0,0,census_1994
Private,White,M,56.0,9.0,50.0,0,census_1994
  PRIVATE  ,White,?,39.0,13.0,45.0,0,census_1994
Private,White, Male,23.0,9.0,48.0,0,census_1994
Federal-gov,White,Male,52.0,13.0,45.0,0,census_1994
Private,White,M,29.0,13.0,48.0,0,census_1994
local-gov,White,male,36.0,13.0,50.0,0,census_1994
private,White, Male,42.0,9.0,15.0,0,census_1994
Private,White,FEMALE,54.0,10.0,40.0,0,census_1994
  PRIVATE  ,White,female,43.0,13.0,40.0,"14,344",census_1994
  PRIVATE  ,White,Male,50.0,9.0,40.0,0,census_1994
self-emp-not-inc,White, Male,69.0,15.0,40.0,"99,999",census_1994
